RA_ICRS;DE_ICRS;Plx;pmRA;pmDE;Gmag;BPmag;RPmag
deg;deg;mas;mas/yr;mas/yr;mag;mag;mag
---------------;---------------;----------;---------;---------;---------;---------;---------
000.98626451208;-31.20459494149;    1.6938;   33.205;    3.310;17.129597;18.080480;16.060905
001.01927979069;-31.20270297027;    0.4839;   -4.453;   -6.204;16.437504;16.775702;15.955945
001.02706220607;-31.19307815095;    0.3718;    9.692;  -13.933;17.973545;18.332624;17.531258
001.03050510066;-31.19262431602;    3.8692;   18.882;    2.789;19.600172;21.489780;18.107124
000.99608955288;-31.19117258775;    1.6688;   27.255;   -3.899;18.027134;19.218699;16.940760
000.99985068122;-31.18839660246;    0.4325;   14.633;    5.699;18.001034;18.752440;17.194060
000.99027691541;-31.19203932123;    0.8990;   -8.358;  -20.221;18.083817;18.927840;17.199242
001.00582916175;-31.18563464681;    0.6519;   -1.054;  -20.955;18.419615;18.965740;17.746798
000.92099645377;-31.24126367968;   -1.8222;   -1.999;   -1.410;20.669554;21.037088;19.619790
000.93167412243;-31.23251363523;    2.5612;    5.859;   -3.189;20.099800;20.659378;19.055777
000.90707319788;-31.23204414494;          ;         ;         ;20.622097;19.444990;17.886513
000.94895601318;-31.21165881762;          ;         ;         ;21.428726;20.342293;18.994001
000.96072619863;-31.20841229577;    0.1207;   15.035;    6.638;19.589594;20.687866;18.593946
000.96593412288;-31.21371396593;          ;         ;         ;20.790600;20.464388;19.928380
000.94546520153;-31.21128253762;    0.6537;   16.508;   -7.807;20.215757;21.119667;19.053186
000.90472471879;-31.22510580030;   -0.7748;   -0.095;    0.601;18.789446;18.427805;17.040127
000.90378259284;-31.21083819899;          ;         ;         ;20.795070;21.470673;19.931463
000.89859687392;-31.21446029999;    0.5601;   24.097;   -9.203;17.926777;18.289885;17.404915
000.92407036505;-31.20810546648;    1.0195;    5.599;  -27.319;18.525179;19.645689;17.531897
000.92628297083;-31.20795604083;    0.5689;   -9.432;   -6.286;15.160274;15.449701;14.705481
000.97214013266;-31.20309718801;          ;         ;         ;20.906342;21.617779;19.521786
000.96888112043;-31.19618833571;    0.5784;    0.311;    4.174;15.002122;15.308999;14.531645
000.98773591865;-31.19203783361;    1.8941;   -0.039;  -10.855;20.695238;21.245884;19.571478
000.95081488724;-31.19561806931;    0.6449;   -7.461;  -22.851;16.575993;16.912857;16.066965
000.99560328075;-31.15503579525;    0.3827;    7.426;   -3.256;18.085735;18.532550;17.487476
000.93009626657;-31.17683679662;   -0.6270;    2.137;   -7.357;20.127424;20.552820;19.486807
000.93881399299;-31.15471857340;    1.0301;    2.267;  -12.615;16.638450;17.278635;15.890382
000.97152084566;-31.14957808081;    3.9253;   23.321;   10.889;20.603030;20.826231;19.354250
000.96852047105;-31.14483106692;          ;         ;         ;20.848574;20.607113;20.611591
001.06472370602;-31.19658455871;          ;         ;         ;21.071922;20.474232;18.924253
001.05467949829;-31.17165059119;    1.2813;   23.665;   -3.890;18.769678;20.119879;17.689910
001.08659279291;-31.16229139752;    0.7073;    6.281;   -2.682;20.381859;20.717037;19.751620
001.04602573205;-31.14080849657;    1.0026;   24.360;  -10.570;17.343584;17.921667;16.628841
001.04856717365;-31.14969154970;    0.3893;   -3.080;  -15.856;16.194971;16.516277;15.650082
001.09997548536;-31.15064568374;          ;         ;         ;20.948185;20.863878;19.065197
001.11332815078;-31.15079906386;    0.6529;    1.961;   -4.983;19.786238;20.081343;19.309336
001.09286555801;-31.14553510532;          ;         ;         ;20.801336;20.900326;20.054390
001.12083558067;-31.14560505337;    1.6586;    6.491;    6.110;16.721912;17.565046;15.819224
