RA_ICRS;DE_ICRS;Plx;pmRA;pmDE;Gmag;BPmag;RPmag
deg;deg;mas;mas/yr;mas/yr;mag;mag;mag
---------------;---------------;----------;---------;---------;-------;-------;-------
132.44043812157;+10.55536431693;    0.0112;   -3.537;   -1.079;18.3260;18.7298;17.7571
132.44854247044;+10.56580165383;    2.0166;  -18.821;   -8.153;18.7216;20.0187;17.5846
132.43847603494;+10.56259599069;    1.6831;  -12.738;   -3.484;15.3328;16.0541;14.5209
132.45132390035;+10.56924482629;    0.5935;   -1.244;   -4.538;18.3169;19.0045;17.5360
132.39351612806;+10.53645686934;    2.3856;   14.727;  -39.434;19.6379;20.5293;18.7032
132.34630517832;+10.56352642028;          ;         ;         ;20.7364;21.4069;19.5268
132.37888170454;+10.55812729020;    0.1691;   -1.290;   -0.703;19.6602;20.1852;19.0693
132.35465397134;+10.56787270559;    1.2505;   -6.060;    1.694;19.9796;20.8913;18.9411
132.40782331494;+10.54427932802;    2.4817;    5.705;  -12.212;17.9640;19.2292;16.8269
132.39468342305;+10.56198489979;    1.4261;   -5.171;    3.189;17.1953;18.0397;16.3046
132.39787121892;+10.56568470609;    0.3332;    1.013;   -2.664;17.2506;17.6457;16.7040
132.40811152967;+10.55221633468;    0.9747;    1.367;   -6.632;16.6853;17.3009;15.9581
132.43135268903;+10.57597581273;    1.0179;    0.285;    0.192;19.5200;19.6594;19.1137
132.44049520194;+10.58092480746;    0.8423;   -7.540;    6.445;18.5549;19.5015;17.5329
132.40991737217;+10.58125495809;    0.9564;    3.136;  -10.362;19.4766;20.5108;18.4890
132.43169145205;+10.59255190663;    0.7011;   -7.304;   -4.046;17.7862;18.2509;17.1368
132.42727136534;+10.56490262895;   -0.6206;   -0.963;   -4.136;20.6308;21.5939;19.6528
132.42670421963;+10.57053402683;    0.3025;   -1.625;   -2.492;12.8338;13.3487;12.1793
132.38418871435;+10.56243510744;    0.8468;   -2.976;   -0.088;13.3777;13.6421;12.9616
132.38427105598;+10.57075117598;    0.4794;    1.839;  -25.894;19.2141;20.3248;18.1916
132.39265424587;+10.56934076630;    1.3503;   -1.956;    0.908;19.5324;20.3045;18.7052
132.38831378085;+10.57625279010;    2.6778;    1.463;    1.547;17.5204;19.1113;16.2716
132.40063849464;+10.58389326660;    3.0112;    2.446;   -3.520;20.5727;20.9302;19.9955
132.38406255706;+10.56128884302;    1.2373;    3.580;   -0.271;19.5686;19.5757;18.0963
132.40649018516;+10.60660423096;    0.9461;   -2.099;   -3.049;19.7382;20.7644;18.8418
132.41963490185;+10.59516052215;          ;         ;         ;18.9075;       ;
132.41961856536;+10.59502561427;    2.6438;   -2.975;  -17.539;17.3531;18.3291;16.0698
132.40341349867;+10.60657956830;          ;         ;         ;20.7754;21.9073;19.5508
132.41538630942;+10.60477240124;    0.0008;   -1.312;   -3.798;18.2882;18.7350;17.7036
132.31898901259;+10.57235790637;    3.1085;  -18.014;    2.330;17.1639;18.3913;16.0106
132.32751362442;+10.56232584330;    2.0289;   -2.407;    1.173;19.6838;19.9957;19.1844
132.33337151734;+10.55854734292;          ;         ;         ;20.7499;20.9378;20.5378
132.31867298956;+10.57237775600;          ;         ;         ;19.9158;       ;
132.32474443233;+10.58369884447;    0.5777;   -6.929;   -0.491;16.8483;17.2286;16.3162
132.32456302293;+10.58290836871;    0.2509;   -7.328;   -0.832;19.8145;20.1575;18.5933
132.28109237080;+10.57885771932;    0.7635;   -8.989;   -3.644;17.9205;18.7508;17.0399
132.30196331168;+10.57855707152;          ;         ;         ;15.6391;14.9366;13.9032
132.30170880765;+10.57860731137;          ;         ;         ;14.6980;14.9746;13.9834
132.33259234042;+10.59222780372;   -0.7138;   -6.332;   -3.215;20.1219;21.3073;18.9554
132.32488521817;+10.61034719502;    0.7233;   -5.562;    0.992;20.5756;21.5264;19.6623
132.32629014385;+10.58953942587;          ;         ;         ;21.2079;       ;
132.32378828515;+10.60759547712;    1.2867;    8.423;  -27.064;17.3840;18.3890;16.4023
132.31957519543;+10.58298470912;    0.3475;   -4.039;   -1.036;20.5199;21.1723;19.4147
132.32391670894;+10.59204465478;    0.8814;   -2.157;   -1.443;19.2484;19.8132;18.5227
132.32985577133;+10.59217514503;    0.5009;   -4.299;   -5.222;18.5310;18.9451;17.9497
132.35731967138;+10.60049885881;    0.3984;   -6.118;  -10.724;17.0327;17.4684;16.4491
132.37044485122;+10.60038620350;    0.7234;   -0.825;   -7.372;13.5805;14.0777;12.9413
132.36747659283;+10.61067082693;    1.5995;    3.964;  -16.384;19.7609;21.1221;18.5706
132.38197952723;+10.63201986500;    0.4751;   -1.889;   -1.312;17.2271;17.6400;16.6728
132.39490786680;+10.62013266406;    1.2054;   -2.388;    1.145;19.8599;20.4484;19.0091
132.38141915208;+10.62371484190;    0.5398;    6.001;  -13.543;18.9614;19.5135;18.3046
132.38669033687;+10.63015291940;    0.4580;   -0.777;   -4.227;18.5056;19.1661;17.7356
